id,title,artist,genres,album,year,duration_sec,cover_url,cover_local,download_url,track_url
137167,Закричу на весь мир,ТРАВМА,ТОП-100,Закричу на весь мир,2025,157,https://album-si-1.s3.adman.com/d465/d46583fdc16d7205cc47a64ca8e7f8f4.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=4dbd2699e6e328c9930d8c2ed984638dcd5f17ab9de02922511d5fab79e081a7,,https://hitmotop.me/download/137167.mp3,https://hitmotop.me/song/137167
137168,Само Собой,Артур Пирожков,ТОП-100,Само Собой,2025,157,https://album-si-1.s3.adman.com/671e/671ec99e081ebf69acb6d00d75a2f505.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=deb15032913de2b20418aa5412952d8a2fc234a6bffbb3074c9983ddbaf1a8e9,,https://hitmotop.me/download/137168.mp3,https://hitmotop.me/song/137168
137171,Асфальт,Jakone & Kiliana,ТОП-100,Асфальт,2024,170,https://album-si-1.s3.adman.com/454d/454dcccfe16db9de07ea0402a1fec38e.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=37d93e48192e50159dac7608af9cd5a1303004d648da7ccce290da594e53f54a,,https://hitmotop.me/download/137171.mp3,https://hitmotop.me/song/137171
137174,PASSO BEM SOLTO,ATLXS,ТОП-100,PASSO BEM SOLTO,2025,116,https://album-si-1.s3.adman.com/e85b/e85b87cd7e581d2a94a37c369285eabd.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=e2de1a4c5b7da9e81a2be5e459d7f98952f4de4ed22f08d2201292850f259605,,https://hitmotop.me/download/137174.mp3,https://hitmotop.me/song/137174
137176,Поезда,Женя Трофимов & Комната культуры,ТОП-100,Поезда,2023,179,https://album-si-1.s3.adman.com/b361/b36179813c3a0597ec3439154ac3fac4.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=7f432685de67b177e9f8b6b6fb0730bb472e0643aeb221bb705cee0edc30b25c,,https://hitmotop.me/download/137176.mp3,https://hitmotop.me/song/137176
137177,Уходи Уходи (Boro Boro),JONY & Arash,ТОП-100,Уходи Уходи (Boro Boro),2025,164,https://album-si-1.s3.adman.com/896f/896f10de691985ebaea77e33fff73709.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=ae935d68a96a907f1eb5ba9102e31815a0f0e8c28f446eb572c390d8c99e948b,,https://music-1.s3.adman.com/240a/240a72956daf527b2c71df7c4e6abe52.mp3?response-content-type=application%2Foctet-stream&response-content-disposition=attachment%3B%20filename%3D%D0%A3%D1%85%D0%BE%D0%B4%D0%B8%20%D0%A3%D1%85%D0%BE%D0%B4%D0%B8%20%28Boro%20Boro%29%20-%20JONY%20%26%20Arash.mp3&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=43200&X-Amz-Signature=e7bd9c478e498d0b60cefd59b8e60e00fb3a30e48fd657de779e1dce1ff19535,https://hitmotop.me/song/137177
137179,No Gletcher Gang 2,FRIENDLY THUG 52 NGG,ТОП-100,Graf Monte-Cristo / Most Valuable Pirate,2025,116,https://album-si-1.s3.adman.com/daf4/daf45addb6a0141acf5b395296d77030.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=774d0664fd9f9123a11095650d2dfed3d47bc52a64b7e358e2734b760fb25795,,https://hitmotop.me/download/137179.mp3,https://hitmotop.me/song/137179
137181,не нужна,ENTYPE,ТОП-100,не нужна,2025,113,https://album-si-1.s3.adman.com/9ddd/9ddd1d73ed34b744fd2500570563bc17.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=9fa560565efcf12232e4435a6c532cc1cb5ee1710ea3912345d487f719b3ceae,,https://hitmotop.me/download/137181.mp3,https://hitmotop.me/song/137181
137182,Самолеты,Женя Трофимов,ТОП-100,что бы она пела,2022,173,https://album-si-1.s3.adman.com/01b2/01b21e38f85543e507f046f7ea45cbba.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=c58ac19c69f947bcf2203dc6727b94b0915b932ad0cfe3348caebf0941d65824,,https://hitmotop.me/download/137182.mp3,https://hitmotop.me/song/137182
137184,LOVE AGAIN,XOLIDAYBOY,ТОП-100,LOVE AGAIN,2025,175,https://album-si-1.s3.adman.com/3004/30043152873e462adbc645cc35e7d406.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=4692b29007589bdf60734b05d72050ca4025b16aa7fe1a3b004e818c128440be,,https://hitmotop.me/download/137184.mp3,https://hitmotop.me/song/137184
137186,Бобр,SLAVA SKRIPKA,ТОП-100,Бобр,2024,129,https://album-si-1.s3.adman.com/5dbd/5dbd851b798bfeef6c17ddf72f1da796.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=6143f4f8fc0b2708b368643e0d85afaaa16a475c32e469aef82b89e8eba189c9,,https://hitmotop.me/download/137186.mp3,https://hitmotop.me/song/137186
137187,ты че обиделась,madk1d & тёмный принц,ТОП-100,sexyswag,2025,90,https://album-si-1.s3.adman.com/2a0a/2a0a3c060842128c2fa4c66712139305.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=cb894b48051890de49f3497d866c04c226ed77ff7ae8d2f31591d4fdfcb11b8f,,https://hitmotop.me/download/137187.mp3,https://hitmotop.me/song/137187
137188,Пожары,XOLIDAYBOY,ТОП-100,Пожары,2024,197,https://album-si-1.s3.adman.com/5b3d/5b3d65079f4693d0c5f874ded9c3c37d.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=227c1f79c7d49bbaf78e7424ff95761f589576751df8ec67d313d215b0a4de7b,,https://hitmotop.me/download/137188.mp3,https://hitmotop.me/song/137188
137190,не расслабляйся,Скриптонит,ТОП-100,не расслабляйся,2024,164,https://album-si-1.s3.adman.com/cae8/cae82826ee54d940784aead177bc543b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=3a3915e0bd6a9b13711c0571dc9cf2fa2d7c750bc2e75ae9f44e90aa7dba5499,,https://music-1.s3.adman.com/4e1e/4e1eec82c37bead84d5657d3ba80dd48.mp3?response-content-type=application%2Foctet-stream&response-content-disposition=attachment%3B%20filename%3D%D0%BD%D0%B5%20%D1%80%D0%B0%D1%81%D1%81%D0%BB%D0%B0%D0%B1%D0%BB%D1%8F%D0%B9%D1%81%D1%8F%20-%20%D0%A1%D0%BA%D1%80%D0%B8%D0%BF%D1%82%D0%BE%D0%BD%D0%B8%D1%82.mp3&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=43200&X-Amz-Signature=e53527f4eb3426192bed3a756a998a51de568bec51ac50faa18b9e185dfc4978,https://hitmotop.me/song/137190
137192,Abracadabra,Lady Gaga,ТОП-100,MAYHEM,2025,223,https://album-si-1.s3.adman.com/d737/d7376c81d056cba2dccac1bbd3098e6f.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=47329ca7d950a17d19e05a6b55f902b858759dc95c3e06c69f99a74cb7ba906c,,https://hitmotop.me/download/137192.mp3,https://hitmotop.me/song/137192
137194,КРАСИВА,lil Kidd,ТОП-100,Saint Sophia,2025,102,https://album-si-1.s3.adman.com/47eb/47ebbe500ca1119819bbfe6592c3c29e.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=a8d6e3ef14a62ac493eb7a8ab693ec5ea026d61dcbefe4f1b40c68fb4509ab38,,https://hitmotop.me/download/137194.mp3,https://hitmotop.me/song/137194
137195,NAME,OBLADAET & ICEGERGERT,ТОП-100,735,2025,168,https://album-si-1.s3.adman.com/a455/a455784b2fefa4842de074eb802daeb7.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=f7c567bbf434bfeeea673f1234af598102cf39578b3dcc8e11a634ffaaaa74bb,,https://music-1.s3.adman.com/c4d2/c4d2398bbe8a683c8fa5f3c233cfb607.mp3?response-content-type=application%2Foctet-stream&response-content-disposition=attachment%3B%20filename%3DNAME%20-%20OBLADAET%20%26%20ICEGERGERT.mp3&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=43200&X-Amz-Signature=6da54a114d85dae7ecf29415919672542023a29aec42690becace1aed7d7f693,https://hitmotop.me/song/137195
137196,Одного,Татьяна Куртукова,ТОП-100,У истока,2024,192,https://album-si-1.s3.adman.com/59bf/59bf6650ef543aa7f8783a4ba73feee3.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=70fa8a11b285321b325c2a9a943017e9e17a93800d7a734d3f2671cc767d86e2,,https://hitmotop.me/download/137196.mp3,https://hitmotop.me/song/137196
137198,Валькирия,BEARWOLF,ТОП-100,Валькирия,2024,163,https://album-si-1.s3.adman.com/dfbf/dfbfd33b18ee58dae933fddbb2c5c316.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=446e6c08986ed33ddb6dc360b4c075fb2accb14428823cd28147566764318543,,https://hitmotop.me/download/137198.mp3,https://hitmotop.me/song/137198
137200,Sigma Boy,Betsy & Мария Янковская,ТОП-100,Sigma Boy,2024,134,https://album-si-1.s3.adman.com/24af/24af7c8687a512dd1faf7e84461b19d2.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=d667f5ad43b4b2cb4d76d3d9f91579c4defc85be8d5a6f839a595cb828411eb0,,https://hitmotop.me/download/137200.mp3,https://hitmotop.me/song/137200
137201,Привет,Женя Трофимов & Комната культуры,ТОП-100,Привет,2024,216,https://album-si-1.s3.adman.com/6f37/6f3752f18cca4778a3b623d95de66d60.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=1513a751393cbcdcb03cd6f3dfdbb853c85a7bcb81e626dcce28ea6fdc89d8d0,,https://hitmotop.me/download/137201.mp3,https://hitmotop.me/song/137201
137203,ПОВОД,MORGENSHTERN,ТОП-100,ALISHER,2025,153,https://album-si-1.s3.adman.com/6161/616123934929d1ac5a4061086f0f167f.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=c9221a706776deeb94f298f58d89f69b6c640b50a102b111fe886a30ac9ae5d6,,https://music-1.s3.adman.com/dd21/dd21a71e63106c8b41aef9a3ba39d9b2.mp3?response-content-type=application%2Foctet-stream&response-content-disposition=attachment%3B%20filename%3D%D0%9F%D0%9E%D0%92%D0%9E%D0%94%20-%20MORGENSHTERN.mp3&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=PH8O8WZJ4XXMAEQ2HFWH%2F20260305%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20260305T161130Z&X-Amz-SignedHeaders=host&X-Amz-Expires=43200&X-Amz-Signature=cd7bd35b2cb7613b31ca6c4b8477f9f4553b2f2d844b620fb1f9f72670b3b753,https://hitmotop.me/song/137203
